filename,loc_physical,loc,cc,fan_in,fan_out
test/test_namedtensor.py,2086,1579,156,140,17
test/test_mobile_optimizer.py,618,479,15,52,10
test/test_functionalization_of_rng_ops.py,347,260,16,30,9
test/test_metal.py,160,140,11,8,5
test/test_cuda_nvml_based_avail.py,167,119,14,8,11
test/test_namedtuple_return_api.py,182,64,24,6,9
test/test_expanded_weights.py,1160,990,154,63,18
test/test_numba_integration.py,399,136,38,8,7
test/test_sparse_semi_structured.py,1261,963,130,64,16
test/test_cpp_api_parity.py,88,64,11,0,7
test/linear.py,12,7,1,2,1
test/test_matmul_cuda.py,2365,1924,255,74,17
test/test_multiprocessing_spawn.py,319,228,25,29,9
test/test_multiprocessing.py,1055,817,110,88,17
test/test_schema_check.py,514,398,47,51,13
test/bench_mps_ops.py,206,158,23,11,6
test/test_typing.py,253,90,35,12,10
test/test_xnnpack_integration.py,1499,1372,66,54,11
test/test_itt.py,20,12,2,1,3
test/test_bundled_inputs.py,439,316,36,36,6
test/_test_bazel.py,33,14,2,3,1
test/test_torch.py,10882,1218,1094,600,67
test/test_numa_binding.py,770,632,33,37,20
test/test_ops_fwd_gradients.py,109,84,10,5,7
test/test_unary_ufuncs.py,1852,1486,181,76,16
test/test_futures.py,341,240,15,45,7
test/test_tensor_creation_ops.py,4285,3307,486,224,18
test/test_flop_counter.py,873,726,38,48,11
test/test_bundled_images.py,101,65,15,6,5
test/test_dynamic_shapes.py,3798,2473,178,180,50
test/test_legacy_vmap.py,2838,2110,162,213,10
test/test_optim.py,2341,1809,445,94,24
test/test_jit_fuser_te.py,3050,2349,283,260,20
test/test_nn.py,13717,5359,1212,745,50
test/test_show_pickle.py,38,28,2,3,6
test/test_cuda_expandable_segments.py,40,26,7,0,8
test/test_kernel_launch_checks.py,81,18,5,2,2
test/test_shape_ops.py,847,659,94,42,12
test/test_nnapi.py,711,593,47,58,7
test/test_subclass.py,284,211,41,23,13
test/test_jit.py,16269,6302,1019,2269,161
test/test_mkldnn_verbose.py,34,29,7,2,4
test/test_native_mha.py,336,289,46,12,5
test/test_public_bindings.py,602,504,68,8,13
test/test_pytree.py,1546,811,54,86,25
test/test_view_ops.py,2072,1620,211,118,10
test/test_indexing.py,2405,1922,136,116,13
test/test_jit_fuser_legacy.py,8,5,2,0,2
test/test_cuda_primary_ctx.py,133,78,9,5,5
test/test_custom_ops.py,4791,2545,310,516,54
test/test_accelerator.py,239,208,17,11,5
test/test_jiterator.py,174,74,18,13,8
test/pytest_shard_custom.py,68,17,8,6,2
